,title,author,count,ratingdate,text,visitdate,likes,rating,weekday,month
354,Our great lazy lunch in Paris,Travel_Addicts97,96,2013-05-30,"We reserved our table 4 weeks in advance and had high hopes for our lunch at Septime....we weren't disappointed. From the moment we arrived, staff were friendly and happy to help despite our limited French (staff explained/described everything in English). We chose the three course...More",2013-05-01,1,5.0,Thursday,May
355,Creative cuisine in retro trendy decor,GlobetrottingSwede,820,2013-05-29,"Patrons are a blend of French and anglos who must have heard about this place. Open kitchen where you you can see the young crew working (struggling a bit to keep the pace during rush hour)You cannot be in a hurry when eating here, but...More",2013-05-01,0,3.0,Wednesday,May
356,Healthy and different,kattisH,46,2013-05-28,We tried a five course menu  that was delicious and with vegetables that are in season like baby artichokes and asparagus. The restaurant is quite small but a little bit too noisy. The kitchen is open so you can see the chefs preparing the food....More,2013-05-01,0,4.0,Tuesday,May
357,Pleasant but didn't meet expectations,kykismet,6,2013-05-25,"I think the food writers have to be careful and not hype a place too much. We had a pleasant meal there and the staff was good. Overall an above-average experience. However, since we had heard such rave about the food, etc. we had high...More",2013-05-01,2,3.0,Saturday,May
358,Not a 5 Star,Belinda I,1,2013-05-24,"Sorry to say , after my husband made reservations 6 weeks in advance to our trip to Paris. Arriving they wanted to seat us at the front table by the door & bar under a speaker playing loud music.( restaurant was empty) We were expecting...More",2013-05-01,5,1.0,Friday,May
360,A superb dining experience,Ken R,10,2013-05-14,"First the bad - reservations are extremely difficult to come by. My suggestion is the either try exactly 2 months in advance or keep trying daily hoping for a cancelation. We were lucky enough to score reservations but only for Monday night at 7:30, quite...More",2013-05-01,0,5.0,Tuesday,May
361,Live worm crawling in my merlu,loveParis_France,2,2013-05-09,"There was a live, and probably parasitic, worm crawling around in my merlu (hake fish).  It was absolutely repulsive.  I was told that it was because the fish is fresh. Judge for yourselves but I have never in my life found a worm in any...More",2013-05-01,13,1.0,Thursday,May
362,Just go!,MarieR770,24,2013-04-30,What a great experience. The food was sublime with the flavours well balanced. We had a bottle of red wine suggested by the sommelier which was to die for. And the service was top notch.,2013-04-01,0,5.0,Tuesday,April
363,Pretentious and expensive,Kora A,1,2013-04-30,"Very little plates, pretentious dishes, pretentious cook, everybody left the restaurant being hungry (if not for the bread they keep serving to fill us up).",2013-04-01,1,1.0,Tuesday,April
364,Loved it!,Vznj,3,2013-04-26,"So happy I read in the NY Times, Mark Bittman's ""Strolling in Paris"", because we had an exquisite lunch at Septime this April. The food was excellent and prepared to perfection. The menu was well paced allowing you to savor the food and enjoy the...More",2013-04-01,0,5.0,Friday,April
365,New favourite,Monika D,81,2013-04-12,"Had lunch at Septime twice. Love the interior, the food, the atmosphere, the secret garden behind the building, the lovely service, devoted customers. 

Looking forward to get back!",2012-09-01,1,5.0,Friday,April
366,Delightful experience,JessTsui,8,2013-04-04,My friend recommended this restaurant to me when she knew I was going to Paris. I checked out their website and was lucky enough to book a table for lunch on the birthday of my best friend & travel buddy. Nice environment and friendly (and...More,2012-10-01,0,5.0,Thursday,April
367,Awsome!!!,hyvli,4,2013-03-14,"Excellent restaurant for people who wants to eat modern french food for a good price (5 course for 55 euro). It's perfect for young people since it's pretty small, dark and not ""dressed up"".",2013-03-01,1,5.0,Thursday,March
368,an experience,GerardoM946,100,2013-02-22,"at this restaurant you don't choose the menu. It's a fixed price fixed 5 courses dinner.two appetizers, two entrees and a dessert. It was a wonderfull experience. Very difficult to get a reservation.",2013-02-01,0,5.0,Friday,February
370,Our lunch was inventive and delicious,santosdiego,116,2013-02-15,A foodie friend of our recommended Septime to us (she is a NYorker but lived in Paris for some time). She said the lunch was good value so we tried it. We went for the 5 course set lunch and after taking note of things...More,2013-01-01,2,5.0,Friday,February
371,Everyday ingredients become high art.,buddahbaker,32,2013-01-24,"Do go here to experience trendy neo-bistro cuisine in a stark, cool room, featuring industrial lighting, cement floors, rough-hewn barn board tables and bar. At our 9 pm sitting, the full room sends the noise decibels over the top, as the sounds of happy diners...More",2012-12-01,1,4.0,Thursday,January
372,A great place in Paris by night...,Marielike,14,2013-01-23,"Perfect area, trendy..Cool place and very good food. The only not so perfect detail is that being so good , it is crowded so you need to book well in advance, which to me is nightmare. But , late, you can always try to show...More",2013-01-01,1,4.0,Wednesday,January
373,Great food but overhyped,Jesu I,6,2012-12-29,"I booked my regular three weeks ahead to get a table in this nearby restaurant and i did not regret it. The food is delicioud, dishes are original and definitely fresh. I love habing no choice with the menu. it´s prix fixed, plenty of courses...More",2012-12-29,1,4.0,Saturday,December
374,"a gem, expected yet a gem",Pierre D,32,2012-12-28,"Hard to book, you must call 3 weeks in advance at 10 am sharp Hard to find, in a well known gastronomy street but the outside does not sell the place Inside look could be scary, rough, noisy and almost unconfortable but the food... unexepcted,...More",2012-12-01,0,5.0,Friday,December
375,5* - would recommend Septime to anyone!,zoe o,19,2012-12-27,We were very impressed with the food and services and I would recommend this restaurant to anyone visiting Paris. The food was exquisite and the location and service was warm and friendly. One of the best restaurants I have eaten in. I will be eating...More,2012-12-01,0,5.0,Thursday,December
376,9.21pm.,Joshua T,2,2012-12-17,"Exquisite meal with seriously good food. Amazing! Thanks, trip advisor. We knew we were onto something good when u do not decide the menu. The starters were fantastic and the cod just melted in our mouth. Need i say more?",2012-12-17,0,4.0,Monday,December
377,Good place,NYCmonami,8,2012-12-14,"Reserved three weeks prior thru its website.  Small space but enough space between tables and they didnt double booked the lunch so by the time we started eating at 1:30 tables next to us left so we had more space.  
Staff were friendly and spoke...More",2012-12-14,0,3.0,Friday,December
378,"Nice food, excellent wines, adorable staff",lucfr,10,2012-12-11,We had lunch at Septime and were welcomed by the handsome staff. The decor and the food were equally handsome. Only minus: on that chilly November day it was almost as cold inside as it was outside. Put the heating up when we come back...More,2012-11-01,0,4.0,Tuesday,December
380,"As good as it gets: Septime, Paris",writeholt,57,2012-12-05,"After trying to secure a reservation at Septime for several of my recent trips to Paris, I finally had the chance to visit in Nov. 2012. The restaurant's open kitchen revealed why it is so difficult to secure a table. The chef (and his team)...More",2012-11-01,1,5.0,Wednesday,December
381,Charming,yvo28,42,2012-11-19,Although there is no menu they ask you for dislikes but you do have to go with the flow.  Some people will enjoy that and some not so much.  I must say I do like to have some form of choice so it was a...More,2012-09-01,0,4.0,Monday,November
382,A light but delicious meal,Egon70,990,2012-10-30,"I was in Paris for 6 days and had eaten in Jean Francois Piege and Kei before I tried Septime. It's a nice change from the complicated menus which consisted of so many dishes that I'd in those 2 restaurants.

The dinner menu is called...More",2012-10-30,0,4.0,Tuesday,October
383,A Very Special Place,JayneQ6,67,2012-10-25,"We had lunch today at Septime.  I choose this resto because of the newer bistronomies, it has online reservations.  It is a bit of a hike, but an absolutely DELIGHTFUL place.  As previous reviewers have mentioned, the room is light and comfortable and neither loud...More",2012-10-01,1,5.0,Thursday,October
384,best of the best,sapporostan,148,2012-10-18,"did consecutive nights of october 2 and 3,2012 so can honestly say they change the complete menu and wine list every night.this restaurant is only for those who know food and are not out to be a name-dropper.this is a very special place that will...More",2012-10-01,0,5.0,Thursday,October
385,Gastronomy without the pretense or price,NicaCasey,36,2012-10-17,"Incredible use of vegetables and fish in the menu the night I had the please of visiting.  The staff are friendly, young, and helpful and the dining room lively without being loud.  Truly a joy on every level with innovative dishes and wines.",2012-10-01,0,5.0,Wednesday,October
386,Loved everything,Berrycocktail,2,2012-09-15,"The food was great, the staff was good, the interior was sophisticated, the customers were decent; and I am very glad we went. The best one we went in Paris.

Make sure you reserve in advance.

Bon appetite!",2012-09-01,0,5.0,Saturday,September
387,"Cool vibe, good value",markbanshee,46,2012-09-15,"Nice place, friendly, knowledgeable servers and a reasonable price for a good meal.  Clearly there are tons of great places to eat in Paris, but I was very happy we took a night to eat here.  Good fresh ingredients and really enjoyed some nice variety...More",2012-09-01,0,4.0,Saturday,September
388,Ubercool eatery,TommasoMilano,19,2012-09-08,"How cool is this place? super NY-vibe, young and friendly waiters, great atmosphere in the room.

Great value for money for lunch, 26€ gets you three well executed dishes, which had the only (irrelevant) problem of being a bit too much ""fashionable"", in a sense...More",2012-09-08,0,4.0,Saturday,September
390,the best meal i have had in 2012,Chiki S,22,2012-08-29,"i thought septime was extraordinary - everything a restaurant should. relaxed, stylish serving pitch perfect food that was also utterly utterly simple. we went for lunch - and we picked the three course rather than the 5 course special ( i regret this bitterly). i...More",2012-06-01,3,5.0,Wednesday,August
391,Top Quality Ingredients - Exceptional Value,HawaiiWang,65,2012-06-16,THis was our first time dining at Septime. We went for lunch (you must reserve). We selected the prix fix 3 course lunch menu (26 euro). My first corse was a wonderful grilled octopus followed by fish for my entree and to finish with fresh...More,2012-06-01,0,5.0,Saturday,June
393,Cuisine Serieuse,happyintoronto2,10,2012-05-18,"We had lunch at Septime today, and when we finished, we immediately made a reservation for dinner on our upcoming last night in Paris.  My wife and I agreed that it was the best restaurant we have experienced since Noma in Copenhagen four years ago,...More",2012-05-01,0,5.0,Friday,May
394,"Good, not Extraordinary",JeffNewYork,26,2012-05-13,Recently tried Septime.  Had HUGE expectations given the hype and articles i had read.  Not sure any place could have lived up to the press clippings.  Limited menu choices was ok by us.  It seemed like they were just trying too hard -- the more...More,2012-04-01,0,4.0,Sunday,May
395,Affordable Tasting Menu & Fantastic Service,MsGlaze,35,2012-05-07,Septime delivers an industrial cool vibe with impeccable service and an affordable tasting menu. Not to mention a totally awesome wine list and a sommelier who is up for matching by the glass or by the bottle. The tasting menu was a bargain considering the...More,2012-04-01,0,4.0,Monday,May
396,Superb cooking - a must try,JKHR,13,2012-05-07,"We had decided to come here on the basis of reviews, and we were not disappointed. We were just in Paris for lunch, and so we chose the ""Carte blanche"", that is chosen by the chef. I am glad we did. The flavours were fresh,...More",2012-03-01,0,5.0,Monday,May
397,"High quality, both in the food and the staff",Litoguti,51,2012-04-24,"We sought out Septime on the recommendation of Alexander Lobrano and we were not disappointed. We arrived for lunch today without a reservation. We were lucky! They accommodated us by the counter and we had a wonderful experience. Clearly a place to come back to,...More",2012-04-01,1,5.0,Tuesday,April
398,You have to try it!,Ole and Aletha H,124,2012-04-19,"If you are in Paris and only have time for one restaurant visit, may it be lunch or dinner, go to Septime. Cozy and atmosphere filled restaurant with the best service we have experienced in Paris which makes you feel welcome right away. Enjoyed a...More",2012-04-01,0,5.0,Thursday,April
400,A delicious well balanced symphony,Karencyn,3,2012-03-17,"Exquisite meal, delicate balanced flavors, well described by good service. This was my favorite meal in 3 trips to Paris this year. Imaginative and risk taking, like enjoying a well balanced symphony where you hear each instrument but they blend into a beautiful whole.",2012-03-17,1,5.0,Saturday,March
401,OVER PRICED AND UNDERWHELMING,jspanderp,66,2012-01-25,"This was our second time at this restaurant. The first time we thought it was very good, but a little over priced. This time the food was not as good, and somewhat repetitive,  and the service was also lacking. We would not return as there...More",2012-01-01,1,2.0,Wednesday,January
402,Foodie - Shmoodie  or All the Locals Eat A La Carte,SSJK,3,2011-12-22,"Just thinking about writing this review is exhausting. The philosophy is democratic haute cuisine (not my words), the reviews are great - the look is industrial low key hip, which includes its out of the way location, the male wait staff is very friendly and...More",2011-09-01,9,2.0,Thursday,December
403,More show than soul,Donn S,122,2011-11-14,"At lunch, the woman next to us had a dessert that included a 4-inch stripe of fromage blanc topped with a shortbread cookie of the same dimensions.  We had the same dessert about a half-hour later.  Our fromage blanc was served in a series of...More",2011-11-01,0,3.0,Monday,November
404,Enjoyed Our Evening,TorontoTraveller2010,14,2011-10-31,"Paris is so unpredictable. And, surprisingly hard to get a good meal sometimes. Septime was a pleasure. The staff was welcoming. The food appetizing and interesting. The room was charming. Modern French cuisine.",2011-10-01,1,4.0,Monday,October
405,"If you are a foodie, this place is for you",jld94114,35,2011-10-27,"Based on research I made advance reservations for Septime, it was quite an experience.
The restaurant is pretty far out of the way, so give yourself time to find it.
We were greeted and seated with friendly service and smiles.  The menu in french of...More",2011-10-01,2,4.0,Thursday,October
406,The Elements Make The Dish,davidrothnc,33,2011-10-07,"Bertrand Grebault's cuisine is a delight. Young, poised and watchful he calmly goes about creating daily riffs on seasonally fresh locally farmed produce. What marks his cuisine is what you might call an 'anti-fusion' approach that, rather than blending flavors into a single taste experience,...More",2011-09-01,1,5.0,Friday,October
407,Best meal in Paris,Middlespahr,19,2011-09-22,"We just completed the chef tasting menu at Septime and it was one course after another of creative fresh cuisine. Excellent friendly service, with the wait staff speaking English to assist us. Will go again next time in Paris.",2011-09-01,2,5.0,Thursday,September
408,"Creative menu, good food, but doesn't deserve the hype",RGSOUNDF,880,2011-09-11,"We visited this new restaurant, much talked-about, on a September Friday, for a rather late lunch at 1:30 PM. The place was packed as it was expected after all the glowing reviews it received. We loved the interior, a mix of the minimalistic design and...More",2011-09-01,4,4.0,Sunday,September
410,Septime was sublime...,Pam D,7,2011-08-11,"We were so glad to have snagged a lunch reservation at Septime! Sometimes these new places with rising star chefs are overrated, but not in this case. We really loved the ingredient-driven menu and approach...a few flourishes with foams and purees, but very ""flavor forward.""...More",2011-07-01,2,5.0,Thursday,August
411,Questionable,Coucoubanana,7,2011-07-11,"Nothing special, did not like up to the hype... The desert was the best dish. Service was friendly and efficient.",2011-07-01,2,3.0,Monday,July
