rest_name,rest_url,wlyyy,rest_reviews,cuisine,pricing,safety,rest_lastrev,rest_prevtolast,rest_rating,rev_rest,author,rev_title,rev_text,rev_ratingdate,rev_visitdate,author_reviews,author_likes,rev_rating
361. JIN Saint-Honore,https://www.tripadvisor.com/Restaurant_Review-g187147-d4096785-Reviews-JIN_Saint_Honore-Paris_Ile_de_France.html,MICHELIN,171 reviews,"Japanese, Sushi",$$$$,,“Omakase in Paris”,“Good experience.”,4.0,JIN Saint-Honore,Foodie-Ervin,Japanese delight in the middle of Paris,"A wonderful kaiseki-style meal right in the middle of Paris! The menu played on the traditional Japanese theme with some very European touches, such as summer truffles and buffala. The otoro with caviar was out of this world. A truly delightful evening","Reviewed September 7, 2021 ",Date of visit: September 2021,39 reviews,,
362. Esquisse,https://www.tripadvisor.com/Restaurant_Review-g187147-d7333852-Reviews-Esquisse-Paris_Ile_de_France.html,MICHELIN,164 reviews,"French, European",$$ - $$$,,“Such an all round enjoyable experience...”,“Unique take on classic French food in...”,4.0,Esquisse,bluesky2020a,Fantastic,"L’Esquisse was fantastic. Warm and friendly service, busy Saturday evening buzz, great natural wines by the glass. The paleron de boeuf with salsify and the tarte à la crème de clémentine were winners. Very pleased also that they offered an interesting vegetarian starter and main option on the menu for my partner (and not just the usual plate of seasonal vegetables...). We would definitely return. Well deserving of its bib gourmand.","Reviewed December 21, 2019 ",Date of visit: December 2019,,,
363. Restaurant Allard,https://www.tripadvisor.com/Restaurant_Review-g187147-d695265-Reviews-Restaurant_Allard-Paris_Ile_de_France.html,MICHELIN,"1,152 reviews","French, European",$$$$,,“Restaurant Allard”,“Charming bistro in St Germain area with...”,3.5,Restaurant Allard,Ricardo93013,Charming bistro in St Germain area with good food,"The food and service are totally fine at this historic establishment…family has been going here for decades and this is the main reason our family returns. The decor is very charming. There may be better places for bistro fare in Paris but if you are in the St Germain area, this place will suffice.",Reviewed 4 weeks ago ,Date of visit: January 2022,,,
364. Racines,https://www.tripadvisor.com/Restaurant_Review-g187147-d1054409-Reviews-Racines-Paris_Ile_de_France.html,MICHELIN,262 reviews,"Italian, French",$$ - $$$,,“Great supper”,"“Nice restaurant, but is it worth a...”",4.0,Racines,Sam E,Fantastique!!,"Maybe the best meal we have had in Paris and we always rank restaurants after each trip. Racine was #1 last visit. Not easy to reserve as it is rather small, but well worth it. The cuisine was fabulous. Every dish was wonderful. Desserts were spectacular.","Reviewed December 19, 2021 ",Date of visit: November 2021,,,
365. To Restaurant,https://www.tripadvisor.com/Restaurant_Review-g187147-d21221277-Reviews-To_Restaurant-Paris_Ile_de_France.html,MICHELIN,90 reviews,"Japanese, Fusion",$$$$,Taking safety measures,“A gem in the 10th”,“To try again if in Paris”,4.0,To Restaurant,Andybee87,To try again if in Paris,"Well, there is two part in this experience.

The arrival at th restaurant and the reception was terrible.

The manager was impolite and the entrace is bad for organized.

The service at the table and the food saved the evening.

The stating menu, only choice to have, is nice but a little bit pricy overall.

The ingredient and the plate are good",Reviewed 3 weeks ago ,Date of visit: November 2021,,,
366. Sancerre Rive Gauche,https://www.tripadvisor.com/Restaurant_Review-g187147-d3833380-Reviews-Sancerre_Rive_Gauche-Paris_Ile_de_France.html,MICHELIN,71 reviews,French,$$ - $$$,,“Lunch”,“Day trip”,4.0,Sancerre Rive Gauche,H2oVision,Creative Menu - Excellent Hospitality,"Ate here with a colleague at table outside. The owner guided us through their menu and wine list; she was very knowledgeable and personable. Everything about the meal was excellent and I look forward to returning.

Something weird is that the website listed above is not for the correct Sancerre restaurant. The website is for Sancerre in Monmarte, so don't be confused. My review is for Sancerre @ 22 Rapp.","Reviewed November 9, 2021 ",Date of visit: July 2021,,,
367. Cafe Noisette,https://www.tripadvisor.com/Restaurant_Review-g187147-d14081507-Reviews-Cafe_Noisette-Paris_Ile_de_France.html,MICHELIN,44 reviews,Open Now,$$ - $$$,,“When in Paris eat tapas”,“Great restaurant with a large variety of...”,4.5,Café Noisette,FabioAlfreda,Great restaurant with a large variety of food choices,"Nice restaurant not far from Ibis hotel and exhibition. Great service and food with many different choices. We were a group of people and all of us made a different choice, with great satisfaction. No complains at all, a place to come back with no doubts, therefore I recommend it!","Reviewed November 28, 2021 ",Date of visit: November 2021,,,
368. Restaurant Passerini,https://www.tripadvisor.com/Restaurant_Review-g187147-d10355032-Reviews-Restaurant_Passerini-Paris_Ile_de_France.html,MICHELIN,280 reviews,"Italian, Mediterranean",$$ - $$$,,"“good food, excellent service, limited...”",“Lunch”,4.0,Restaurant Passerini,triestina76,Disappointing,"We booked it based on Timeout reviews raving about the pasta and we were expecting something special.
It was in turn ordinary and mediocre. To charge 32EUR or 27EUR for a plate of pasta, it should have been a remarkable one, not something that you could make at home. Not worth it!",Reviewed 2 weeks ago ,Date of visit: January 2022,,,
369. Marius et Janette,https://www.tripadvisor.com/Restaurant_Review-g187147-d719584-Reviews-Marius_et_Janette-Paris_Ile_de_France.html,MICHELIN,546 reviews,"French, Seafood",$$$$,,“When eating is a poetry”,“Disappointing”,3.5,Marius et Janette,1712RR,TOURIST TRAP - RUDE AND UNFRIENDLY - FORGET IT,"We went for a nice dinner, the three of us, 1 French and 2 foreigners. we had 2 bottles of wine, one a nice Sancerre, another a nice French red wine.
And here already the upcoming disaster started. Instead of bringing us the wine and having a glass to get in the. mood the complete incompetent and aggressive staff wanted to take our orders. when we refused we can see that this will not go well. Anyway when the wine arrived, the waiter without letting us try wanted to pour all the glasses full immediately. after my friendly but insisting interference that this is not the way I want to be served he grumbled something and let me try the wine in a fresh glass.
We ordered the some starters to share which were ok, not bad but also not special. For the main we ordered the most expansive dish, 75€ per Person, seabags in salt crust. what happend from now on is either Mr. Bean comedian or film noir francaise. for everything we had to call the waiter, olive oil, garlic, bread, salt, pepper..... they were just completely incompetent on purpose. we saw how they served French tables and ofc out of the reason we were seen as tourist we were treated different. When you think it can't get worse, they surprise you. Ordering coffee which didn't came for 20 min. we had to order and order again till my French friend lost the plot and asked for the manager and tried to explain him the situation, first friendly and calm, later heated because the guy didn't get it.
Anyway I can tell you there are so many other nice restaurants where they are happy when you spend €600 and they treat you as a king. NEVER EVER AGAIN","Reviewed November 30, 2021 ",Date of visit: November 2021,,,
370. Sellae,https://www.tripadvisor.com/Restaurant_Review-g187147-d14929160-Reviews-Sellae-Paris_Ile_de_France.html,MICHELIN,65 reviews,French,$$ - $$$,,"“Moderately priced restaurant, quiet and...”","“The food is really good, special”",4.0,Sellae,carolineaM1681CX,"The food is really good, special","The food is really good, special mention for the frog. The staff is really kind and available. The location is a bit sad (no attractions in the street)","Reviewed July 20, 2020 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/1b/97/68/3f/photo0jpg.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""462907455"" /> >",32 reviews,,
371. Le Gentil,https://www.tripadvisor.com/Restaurant_Review-g187147-d15244624-Reviews-Le_Gentil-Paris_Ile_de_France.html,MICHELIN,28 reviews,"French, European",$$ - $$$,,“Beautifully simple yet delicious meal”,“No choice lunch menu skilfully executed”,4.5,Le Gentil,Climber605153,No choice lunch menu skilfully executed,"A 24 euro menu got me a rather delicious cream of cauliflower soup, nicely garnished, followed by a perfectly cooked duck breast with a variety of fine vegetables including courgette and okra. The final cheesecake was a bit underwhelming, but this is a fine restaurant serving high quality food for the price.","Reviewed September 30, 2021 ",Date of visit: September 2021,,,
372. Mordu Saint Germain Des Pres Paris,https://www.tripadvisor.com/Restaurant_Review-g187147-d19444835-Reviews-Mordu_Saint_Germain_Des_Pres_Paris-Paris_Ile_de_France.html,MICHELIN,33 reviews,"French, European",$$ - $$$,,"“Interesting new place, will probably get...”",“A great restaurant with high ambitions”,4.5,Mordu Saint Germain Des Pres Paris,Elindsk,A great restaurant with high ambitions,"We had the 6 course set menu with accompanying drinks package for dinner. The food was excellent and innovative, the portions well sized and the servings pace adjusted to our needs. However, what really made this special for us was the drinks package. Novel beverages perfectly matching each respective course. The presentation was done with engagement and knowledge. We were very happy with our evening and will make sure to check out the Treyvaux cider and the rum some more",Reviewed 3 weeks ago ,Date of visit: January 2022,,,
373. Norma,https://www.tripadvisor.com/Restaurant_Review-g187147-d15843059-Reviews-Norma-Paris_Ile_de_France.html,MICHELIN,106 reviews,"Italian, Mediterranean",$$ - $$$,,“I had such a good time”,“Nice but expensive”,4.0,Norma,E263DWjoannep,Nice but expensive,"Nice place, quite busy. The food was good but it was pretty expensive given the quantity and service could have been a little better. Those two elements make it fall 1* star short from the perfect review.

Would still recommend !","Reviewed October 27, 2020 ",Date of visit: October 2020,1 review,,
374. Restaurant Table,https://www.tripadvisor.com/Restaurant_Review-g187147-d5594192-Reviews-Restaurant_Table-Paris_Ile_de_France.html,MICHELIN,226 reviews,French,$$$$,,“Table”,“Restaurant Table (Update)”,4.0,Restaurant Table,LJL4090,Restaurant Table,"This was our fourth dinner at La Table. It prompts a revision – upward. Perhaps because of the location in the 12th, so off the beaten track, the staff so young and casual, the décor so informal and the chef playing host so enthusiastically to seats of regulars, that I didn’t adequately focus on how good it was.

They urge you to order the tasting menu. Wildly expensive (300€) (as are the a la carte options). It is fabulous. Seemingly, it will continue until you ask them to stop. Wine pairings offered (and changed) by the glass. Heavy use of luxury ingredients: langoustines, prawns, caviar. Small portions, but many of them. Delicately sliced raw squid with caviar, vegetables, sweetbreads, raw sardines, steamed langoustine.

The food was inventive, uncomplicated, prepared in front of you and served by cooks and waiters all of whom seemed to be having great fun.

And, every one of the 30 or so seats taken. We were two of four foreigners. Not one looked like they were dressed for a 300€ menu. All looked as if they had been there before.

Now one of our favorite special event/only in Paris tables.",Reviewed 4 weeks ago ,Date of visit: October 2021,,,
375. Il Cuoco Galante,https://www.tripadvisor.com/Restaurant_Review-g187147-d12245254-Reviews-Il_Cuoco_Galante-Paris_Ile_de_France.html,MICHELIN,84 reviews,"Italian, Contemporary",$$ - $$$,,“Good Italian but expected more from the...”,“Italian beauty near Montmartre!”,4.0,Il Cuoco Galante,Johnwpf,Comfortable Italian food.,"We came here for lunch, we had not booked. The restaurant is well presented even during a pandemic. I had the pork which was perfectly cooked, the other three had pasta of various types. We only wanted one course as none of us like a heavy lunch. It served perfectly. Recommended.","Reviewed November 11, 2021 ",Date of visit: November 2021,,,
376. Petit Gris,https://www.tripadvisor.com/Restaurant_Review-g187147-d18926667-Reviews-Petit_Gris-Paris_Ile_de_France.html,MICHELIN,39 reviews,"French, European",$$ - $$$,,“Génial !”,“Délicieux et chaleureux”,4.5,Petit Gris,chlo_j723,Délicieux et chaleureux,,"Reviewed November 4, 2021 ",On a passé un super moment chez Petit Gris ; le lieu est à la fois chaleureux et d'un grand...More,,,
377. Imperial Choisy,https://www.tripadvisor.com/Restaurant_Review-g187147-d718050-Reviews-Imperial_Choisy-Paris_Ile_de_France.html,MICHELIN,533 reviews,Open Now,$$ - $$$,,“Very good chinese”,“steamed chicken with ginger sauce!”,3.5,Imperial Choisy,yonad201,Never again...,"The service staff is really disappointing, not polite at all and do not behave fairly and gently with the customers. They are just doing business for money and don't care about customer well-being. Despite the food is quite eatable, the service provided is nasty. They do not even allow a 4 table for pregnant woman despite the restaurant is nearly empty.","Reviewed October 11, 2021 ",Date of visit: October 2021,,,
378. Conti,https://www.tripadvisor.com/Restaurant_Review-g187147-d1035109-Reviews-Conti-Paris_Ile_de_France.html,MICHELIN,88 reviews,"Mediterranean, European",$$$$,,“We never miss Conti!”,“Always a delight”,4.5,Conti,Zebboff,very strange prices for simple vegetables plate - 45 euro,"the same for spaghetti dishes - 45 euro (on the web menu the prices are 38 as a max);
service very specific. be careful and check all the prices in advance. some problems with ventilation. I think strange prices are for the persons which book via trip advisor with 20% offer.","Reviewed January 21, 2020 ",Date of visit: January 2020,,,
379. Thiou,https://www.tripadvisor.com/Restaurant_Review-g187147-d10298761-Reviews-Thiou-Paris_Ile_de_France.html,MICHELIN,132 reviews,"Asian, Thai",$$$$,,“Delicious food by a chef-entrepreneur who...”,“Very good and authentic Thai”,4.0,Thiou,StefanoE863,Very good and authentic Thai,"Rather French atmosphere, classy but not especially cosy. Rather limited menu choice, but all excellent. Good and fresh ingredients, excellent service. Expensive but rather fair value for money.","Reviewed December 2, 2021 ",Date of visit: November 2021,687 reviews,,
380. Aida,https://www.tripadvisor.com/Restaurant_Review-g187147-d695077-Reviews-Aida-Paris_Ile_de_France.html,MICHELIN,89 reviews,Japanese,$$$$,,“Just great”,“Absolutely the best Japanese restaurant”,4.5,Aida,RichardKRK,Absolutely the best Japanese restaurant,"I've traveled and have eaten everywhere including the best restaurants in Tokyo and Kyoto where usually foreigners are not allowed and Aida ranks there with the best of them. Chef Aida is a creative genius that strives for perfection and you can see it always in the way he prepares food. If you watch the way he cuts and moves you can see a master in front of you. The food itself is simplicity at it's finest in the japanese way. I read some complaints here but I believe this is because those people do not understand what this type of food is all about. If you're looking for pretty plates and typical rich french food then this is not the place for you. If what you seek is simple perfection where the ingredients do the talking and the preparation and texture provides the soul then this is the place for you. One piece of advice, always go with the higher priced menu, it makes the world of difference and I believe Chef Aida uses this difference to weed out customers or customers that he does not want back. Only 9 servings per day, you can bet those seats are in high demand and each time I go I usually run across the same people. Just like in Japan, this Chef chooses his customers, not the other way around.","Reviewed July 11, 2020 ",Date of visit: January 2020,,,
381. Brigade du Tigre,https://www.tripadvisor.com/Restaurant_Review-g187147-d21279944-Reviews-Brigade_du_Tigre-Paris_Ile_de_France.html,MICHELIN,34 reviews,Asian,$$ - $$$,,“Melhor fusion asiático/francês de Paris”,“Top fusion asiatico/francês paladar e...”,4.5,Brigade du Tigre,G3963CFelisam,Top fusion asiatico/francês paladar e surpresas,,Reviewed 2 weeks ago ,"Comida deliciosa, gastronomia diferencida e surpreendente! Ambiente jovem e com diversas opções pra todos os gostos. Produtos de excelente qualidade...More",,,
382. La Vierge,https://www.tripadvisor.com/Restaurant_Review-g187147-d3810335-Reviews-La_Vierge-Paris_Ile_de_France.html,MICHELIN,78 reviews,Open Now,$$ - $$$,,"“Lovely view, but food disappointing.”",“Nice local place”,4.0,La Vierge,Jackie A,"Lovely view, but food disappointing.","Lovely view, but food disappointing. The meat eaters of our tribe found the meat to be chewy—not the right cut. For the vegetarians, the salads looked great, but were very small to comprise a meal. Lemon meringue pie dessert too sweet, very average. Sauvignon blanc decent, Chardonnay not so much. ","Reviewed December 28, 2019 ",Date of visit: December 2019,,,
383. Marcore,https://www.tripadvisor.com/Restaurant_Review-g187147-d17659049-Reviews-Marcore-Paris_Ile_de_France.html,MICHELIN,49 reviews,Open Now,$$$$,,“Takeaway during Covid-times - amazing for...”,“Great quality pick & collect”,4.5,Marcore,sonjasZ381UN,More appearance then being,"Following a recommendation from Michelin we visited this little cosy restaurant.
We started with 3 entrees, pissaladière (a little pizza), encornets (Octopus) and croquettes (little cod fishballs). Only the fishballs were tasty. The 2 other dishes didn't! Our main dishes gambas with French fries, Margret (duck) with grilled vegetables and Rouget (red Mullet) with spinach. Only the gambas (and the French fries) were good! The duck was bloody, the grilled vegetables overcooked, not grilled!, and totally mashed! The red mullet, 2 small fishes on a plate and the spinach was overloaded with parmesan cheese, very salty! We were not asked if the duck should be rare, medium or well-done. All in all, the quality of the cooking was paid too high!","Reviewed September 8, 2021 ",Date of visit: August 2021,,,
384. Bistro Mavrommatis Passy,https://www.tripadvisor.com/Restaurant_Review-g187147-d12929620-Reviews-Bistro_Mavrommatis_Passy-Paris_Ile_de_France.html,MICHELIN,43 reviews,"Mediterranean, Greek",$$ - $$$,,“Great Greek restaurant”,“Great Greek kitchen in Paris”,4.5,Bistro Mavrommatis Passy,tombevers,Great Greek kitchen in Paris,"A Greek bistro annex food shop in Paris... I had a great taramas and a nice beef stifado, with a glass of Greek white wine. All was prepared at it should be. The atmosphere was quiet, with some Greek music in the background. Some of the staff had to update their Greekness a bit, as I heard a client asking what was mousakas and the waitress could not reply. I'm sure she will learn though !","Reviewed March 4, 2020 ",Date of visit: February 2020,,,
385. Dersou,https://www.tripadvisor.com/Restaurant_Review-g187147-d7695596-Reviews-Dersou-Paris_Ile_de_France.html,MICHELIN,198 reviews,"European, Asian",$$$$,,“Great food and concept”,“Interesting”,4.0,Dersou,924paulef,Cancellation of booking with NO explanation,Le Dersou has cancelled my booking for a birthday 48 hours before the date with NO explanation. First time in my life that I have this. An absolute joke !,"Reviewed September 28, 2021 ",Date of visit: September 2021,1 review,,
386. Plenitude,https://www.tripadvisor.com/Restaurant_Review-g187147-d23597166-Reviews-Plenitude-Paris_Ile_de_France.html,MICHELIN,14 reviews,French,$$$$,,“Magnifique!”,“Tres magnifique”,5.0,Plénitude,passionwithpurpose,Tres magnifique,"We were staying at the hotel and were lucky enough to get a table. We didn’t know what to expect and we were amazed by the incredible food and thoughtful staff.

One thing was better than the next and the wines the sommelier recommended paired perfectly.

Our favorites were the veal and the langoustine.

The dessert was so beautiful we almost didn’t want to eat it!","Reviewed November 26, 2021 ",Date of visit: November 2021,,,
387. Le Cherche Midi,https://www.tripadvisor.com/Restaurant_Review-g187147-d719076-Reviews-Le_Cherche_Midi-Paris_Ile_de_France.html,MICHELIN,371 reviews,"Italian, Mediterranean",$$ - $$$,,“Worth it in every way”,“Authentic north Italian food in paris”,3.5,Le Cherche Midi,865olivierc,Authentic north Italian food in paris,"Very happy with the entire experience💗 From the delicious creamy burrata and Parma jam plate to the exquisite pasta with beef cheeks, great tiramisu and panna cotta all dipped down with a Nebbiolo . Not cheap ie 150€ for two but great experience",Reviewed 3 weeks ago ,Date of visit: January 2022,38 reviews,,
388. Alleudium,https://www.tripadvisor.com/Restaurant_Review-g187147-d21221493-Reviews-Alleudium-Paris_Ile_de_France.html,MICHELIN,14 reviews,"French, Fusion",Menu,,“Un festival de saveurs”,“More than a hidden gem”,5.0,Alleudium,JostHenning,More than a hidden gem,"This is what you call a hidden gem. Absolutely outstanding food, course after course. Rare (impossible?) to find a cook that manages to perfect 7/7 dishes. Amazing combinations of tastes that match perfectly. As bonus a super nice service. Highly recommended.","Reviewed October 29, 2021 ",Date of visit: October 2021,2 reviews,,
389. Bel Ordinaire,https://www.tripadvisor.com/Restaurant_Review-g187147-d17560449-Reviews-Bel_Ordinaire-Paris_Ile_de_France.html,MICHELIN,20 reviews,French,$$ - $$$,,“Friendly casual and excellent food”,“Delightful”,4.5,Bel Ordinaire,P P,Delightful,"We had this restaurant recommended by our hotel - the food was excellent (best monkfish I've ever eaten), the service relaxed and very friendly, and the prices good.  What more could we have asked for?  We went twice, it was so good.","Reviewed September 7, 2021 ",Date of visit: September 2021,60 reviews,1  ,
390. Le Rigmarole,https://www.tripadvisor.com/Restaurant_Review-g187147-d15011088-Reviews-Le_Rigmarole-Paris_Ile_de_France.html,MICHELIN,31 reviews,"French, Japanese",$$$$,,“Sophisticated tasting adventure with...”,“Special Gem in Paris”,4.5,Le Rigmarole,worktoeat,Special Gem in Paris,"The first feeling you receive as you enter the space is the passion of the two behind the counter. They had made their own ceramics for the restaurant, the menu is designed down to the detail, but they are also very flexible based on what you want or allergies.. it is a special story for an international couple and you feel this place is their love child.","Reviewed October 24, 2020 ",Date of visit: November 2019,,,
391. Yoshinori,https://www.tripadvisor.com/Restaurant_Review-g187147-d12998631-Reviews-Yoshinori-Paris_Ile_de_France.html,MICHELIN,99 reviews,Open Now,$$$$,,“Excellent imaginative French fusion by a...”,“A remarkable dinner with a remarkable...”,4.0,Yoshinori,bieig,Delicious discovery ,"Food is absolutely great: I loved every single bite of my dinner: this is clear evidence that the young chef is as gifted, skilled as bold. Service is friendly, but highly professional, the sommelier is truly passioned and competent. Least but not last the neighbourhood is cosmopolitan, lively. Dining here is really strongly advised because a genuine pleasure. I will return.","Reviewed November 3, 2021 ",Date of visit: November 2021,,,
392. Kinugawa Matignon,https://www.tripadvisor.com/Restaurant_Review-g187147-d9582199-Reviews-Kinugawa_Matignon-Paris_Ile_de_France.html,MICHELIN,129 reviews,"Japanese, Asian",$$$$,,“Quality food but pricy”,“Great Sushi in Paris!”,4.0,Kinugawa Matignon,Guide59415252706,Great Sushi in Paris!,Delicious fish.. really nice ambience!   Highly recommend this restaurant.  I am very picky about the quality of the fish and was not disappointed. Would definitely go again!!,"Reviewed July 22, 2021 ",Date of visit: July 2021,2 reviews,,
393. Chinaski,https://www.tripadvisor.com/Restaurant_Review-g187147-d17690323-Reviews-Chinaski-Paris_Ile_de_France.html,MICHELIN,31 reviews,"European, French",$$ - $$$,,“Sublime!”,"“Excellent, unfussy but delicious meal in...”",4.5,Chinaski,Greenway1951,"Excellent, unfussy but delicious meal in intimate low-key digs","Enthusiastic young chef and jolly band of like-minded staff delivered a most pleasing meal for us. Three choices in each course, with new dishes rotating in as new things show up in the market. Single small bright room combining tables, bar and kitchen feel like a welcoming large kitchen. Intelligent treatment of top quality ingredients. Simply sautéd pork echine was tender and deeply flavored, superb cheese course, good pear dessert. Good wine list, a lot of choices for a small establishment. Food and wind fairly priced. One starter, two mains, a cheese and one dessert was €75, two glasses of Italian bubbly and a bottle of splurge barbera added €66. Recommended, will return","Reviewed December 21, 2021 ",Date of visit: December 2021,,,
394. Restaurant Champeaux,https://www.tripadvisor.com/Restaurant_Review-g187147-d10179554-Reviews-Restaurant_Champeaux-Paris_Ile_de_France.html,MICHELIN,"1,066 reviews",Open Now,$$ - $$$,,“Just another bistro”,“Never disappoints”,3.5,Restaurant Champeaux,DLB830,Never disappoints,"We have visited this restaurant 3 times over the past 5 years. Very consistent  professional service and very good food.  Would not classify this as a ""classic"" bistro. It is quite modern, both in decoration and food options.","Reviewed December 12, 2021 ",Date of visit: November 2021,43 reviews,,
395. Lai'Tcha Bistrot Chinois,https://www.tripadvisor.com/Restaurant_Review-g187147-d14001637-Reviews-Lai_Tcha_Bistrot_Chinois-Paris_Ile_de_France.html,MICHELIN,64 reviews,Open Now,$$ - $$$,,“Delicious Lunch”,“Perfect tea break”,4.0,Lai'Tcha Bistrot Chinois,jeannelebras,Great for a tea break!!,"We went there with 2 friends after a walk in Paris. The teas were very good ! The waiter was also super nice, friendly and quick. He gave us some advice and brought some more hot water without us asking. He made pour r eat bête enjoyable. Would definitely go back ! ","Reviewed September 5, 2020 ",Date of visit: September 2020,,,
396. Armani Ristorante,https://www.tripadvisor.com/Restaurant_Review-g187147-d12696490-Reviews-Armani_Ristorante-Paris_Ile_de_France.html,MICHELIN,57 reviews,"Italian, Gastropub",$$$$,,“Fully redone since our last visit”,"“Stylish atmosphere, uneven food”",4.0,Armani Ristorante,Mazinsss,Save your time and money,"Would not suggest to anyone! Food is bland, tasteless and expensive for no reason! Yes, it looks nice but you would be paying for nice decor  rather than good food! Definitely a no no in my books!","Reviewed February 13, 2020 ",Date of visit: November 2019,15 reviews,,
397. Brach Le Restaurant,https://www.tripadvisor.com/Restaurant_Review-g187147-d15272656-Reviews-Brach_Le_Restaurant-Paris_Ile_de_France.html,MICHELIN,252 reviews,Open Now,$$$$,,“Cool”,“A must go in Paris”,3.5,Brach Le Restaurant,Tanmouss,Fancy place with a nice crowd,We went to la Terrasse. Very nice atmosphere. The terrace is covered and heated. The menu is limited but with well chosen and tasty picks of Asian inspiration.,"Reviewed December 19, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/a6/87/8f/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""564561807"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/a6/87/90/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""564561808"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/a6/87/91/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""564561809"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/a6/87/92/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""564561810"" /> >",901 reviews,,
398. Pitanga,https://www.tripadvisor.com/Restaurant_Review-g187147-d21297802-Reviews-Pitanga-Paris_Ile_de_France.html,MICHELIN,12 reviews,Dining bars,$$ - $$$,,“Excellent”,“Amazing flavors with brazilian influences”,5.0,Pitanga,MR_BROOS,Amazing flavors with brazilian influences,"A quick lunch in a tapas bar turned out to be a hit of flavors and experience. 
Brazilian cuisine is combined with French refinement. 
Great! 
The service and advice by Renato was also great.",Reviewed 2 weeks ago ," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/e8/76/48/suffed-with-real-crabmeat.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""568882760"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/e8/76/82/the-picanha-de-boeuf.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""568882818"" /> >",3 reviews,,
399. Sushi Okuda,https://www.tripadvisor.com/Restaurant_Review-g187147-d7934361-Reviews-Sushi_Okuda-Paris_Ile_de_France.html,MICHELIN,31 reviews,"Japanese, Sushi",$$$$,,“High level experience”,“tokyo style Sushi”,4.5,Sushi Okuda,863jimmyx,You may Puke after this meal,"[Transfer from Google Map Review, hope more people can see]
Went to here yesterday night. People very friendly, food was delicious and Sake was great. But!

My stomach seems doesn’t like it. I puked mid-night three times, I even puked several times on the train on the way to the airport, almost puke again on plane. Definitely not a good experience next day after meal.

My partner, loving doing vlog on these food in the restaurant, had slightly better condition than me, she didn’t puke, but do diarrhoea in midnight instead.

I can’t reach the restaurant for now as they are closed and no email available, hope a feedback from the restaurant can be made on our case.

Don’t know if we are the only one here have such suffer on that night.","Reviewed December 4, 2021 ",Date of visit: November 2021,,,
400. Marchon,https://www.tripadvisor.com/Restaurant_Review-g187147-d21252870-Reviews-Marchon-Paris_Ile_de_France.html,MICHELIN,16 reviews,French,$$$$,,“Pas une fausse note ! Bravo”,“An enjoyable culinary experience which...”,4.5,Marchon,marielleandfamily,An enjoyable culinary experience which could be better,"Our second visit there as we did enjoy the first experience.
The chef is clearly in love with vegetables and keeps creating unbelievable recipes to get the best out of them.
The service is very customer friendly and the chef loves a chat about his recipes at each table.
In our opinion the quantities are too small for no reasons and the service too quick especially for a dinner.
Not sure whether or not we will go back there for these two reasons.",Reviewed 3 days ago ,Date of visit: February 2022,,,
401. Eclipses,https://www.tripadvisor.com/Restaurant_Review-g187147-d19087925-Reviews-Eclipses-Paris_Ile_de_France.html,MICHELIN,20 reviews,"French, Contemporary",$$$$,,“Eclipses”,“Excellent!”,4.5,Eclipses,C8426RUdavidr,Excellent!,"We celebrated our anniversary. Amazing Chef Choisne was working hard in the kitchen and made us a fabulous meal. From the sea bass to the pigeon to the dessert featuring tomatoes and strawberry, we were astonished by the creativity and professionalism. After dinner, the chef came out and spoke with us. Very charming and unassuming. It was a great experience and I highly recommend Eclipses.","Reviewed September 22, 2021 ",Date of visit: September 2021,,,
402. Double Dragon,https://www.tripadvisor.com/Restaurant_Review-g187147-d14980933-Reviews-Double_Dragon-Paris_Ile_de_France.html,MICHELIN,81 reviews,Asian,$$ - $$$,,"“Chinese testified, consider here as a...”",“The buzz of the season”,4.0,Double Dragon,Gege4444,Good asian food with a vibe,"Really good restaurant, not pricy, amazing Dumplings, incredible vibe. It was empty when we got there at 7Pm but rocking when we left! It is a no reservation restaurant so plan ahead","Reviewed February 2, 2020 ",Date of visit: February 2020,100 reviews,2  ,
