rev_title,author,author_reviews,ratingdate,text,visitdate,likes,rating,weekday,month
Delicious lunch,jwobkk,783,2013-10-19,Loved the lunch here.  Fresh and delicious food.  Fantastic wines by the bottle and glass.  Passionate service and an attractive setting.  Everything you look for in a great restaurant.,2013-10-01,0,5,Saturday,October
A house divided,pen1,0,2013-10-02,"I agree with Mark Bitman on one point about Septime. The food preparation and technique are excellent. Beyond that my wife agrees with Bitman in terms of the food. She would rate it 5 stars. I rate it three. My basic problem is I did not like anything on the fixed price lunch menu -content, taste. My wife on the other hand enjoyed her meal immensely. Her first course was a beet and fig salad, her main was skate wing with potatoes. Both of us had the desert of the day a compote of backed fig, raspberries and a dollar of herb infused ice cream. My first course was a whie fish civic he in celery broth with thin cucumber slices. My main was pork belly served with baby turnips.
She gives it a five, I give it a three. You'll likely need a reservation for lunch and certainly for dinner",2013-10-01,2,4,Wednesday,October
Fantastic experience,AandM2008,63,2013-09-30,Lunch was a delight. Did not disappoint. Wine and drink pairings were lovely. A very special experience.,2013-09-01,1,5,Monday,September
Fabulous,Famtime123,0,2013-09-19,"For the moment at least, this is a fabulous restaurant in paris! The atmosphere is that of a modern bistro with understated elegance and beautifully presented food. Fine, well coordinated flavours paired with wonderful wines from smaller less known, but excellent producers of france make for an evening well worth it!!",2013-09-01,0,5,Thursday,September
Delicious!,ClaraJ180,6,2013-09-19,"The squid appetizer was heavenly!  So was the lamb, butternut squash and the herbed ice cream. Would definitely recommend.",2013-09-01,1,4,Thursday,September
Maladeeeeeeeeee :),trailofcrumbs15,152,2013-09-17,"Wow what a surprise. I have been to Le Chateaubriand a while back and was very disappointed. I thought Septime might be similar, but thank God, everything they served was just beautiful. Good service too! Make sure you book in advance to avoid disappointment.",2013-09-01,2,4,Tuesday,September
A real gastronomic trip,ThMoC,0,2013-09-14,"Septime is this year's restaurant with ""buzz."" Another highly regarded young chef abandoned the star route of sous chef waiting patiently for the top job to strike out on his own away from the expensive center of town. Consequently, the ambiance, while interesting, is simple and plain. The emphasis is all on the food - which is a very good thing. The large team of chefs work busily in the open kitchen. They create interesting, very complex (sometimes overly so) dishes. The five course dinner changes daily. It's the same for all, except you are asked about allergies and food dislikes. The young staff is enthusiastic and engaging. They explain every dish in full detail, but there are so many moving parts it can be difficult to completely decrypt them. Still, most are both interesting and delicious. An example: Dessert (after the pre-dessert) was cucumber sorbet with raspberries and blackberries with a thin meringue containing black pepper flakes all in a rhubarb sauce. One is served a great deal of food, so go hungry.",2013-09-01,1,5,Saturday,September
Lives up to the hype,rachelnyc60763,0,2013-09-11,"This place is perpetually booked so reserve a few weeks in advance, it is well worth it. The menu changes daily and ingredients were all very fresh and seasonal. I had the tasting menu and everything from the perfectly prepared tuna to the crisp pork belly to the strawberry rhubarb dessert was delicious. I found the service to be excellent and appreciated the efforts to explain each course in detail in English (since my French is not great).",2013-05-01,1,5,Wednesday,September
Simple french cooking at its best,HappyFeet25,0,2013-09-08,"I had the 3 course lunch for €28. Best value for money meal in Paris. I had a starter of white beans cooked with lard and served with slivers of raw octopus n crunchy seaweed. The taste was really light but beautifully cooked. The salty seaweed which burst in my mouth provides a nice surprise. For the main I had roast pork belly with a side of small salad. The pork was done very nicely n was still pink but it was thoroughly cooked, maintaining its moisture and leaving it tender. We know how pork can get dry if overcooked but this was not the case here. Again the cooking was simple but executed with excellence resulting in a sublime dish. Dessert was poached figs served with some shortbread crumble n a salty ice cream. This was so unlike the usual french dessert n again it was very enjoyable. Overall I like Septime alot as they use top grade ingredients, employ simple but well executed cooking methods to bring out the best flavours of each and every seasonal ingredients which the chef uses. It is definitely worth making the effort to get a reservation. By the way, sevice was friendly, deco was modern n airy and location is pretty convenient and handy for those who use the metro.",2013-08-01,0,4,Sunday,September
Fantastic meal,H3117SXmikes,5,2013-09-03,We loves the surprises that the chef brought us. The food was delicious and plenty of it. The sorbets were the best! The fish soup was incredible.,2013-09-03,0,5,Tuesday,September
Well worth it.,NancyB38,0,2013-08-05,"We were lucky enough to get a Friday lunch reservation at Septime (seriously, this involved calculating what day the Friday slots would come open and then pouncing on the on-line reservation site the minute that happened). We arrived at 1:30 to discover that the small spot was still full of the diners with earlier reservations, but we hung out at the bar and the wait was only 15 minutes or so. The service was friendly and efficient, with our waiter making excellent suggestions to go with the meal. The turbot cerviche, asparagus, and roast chicken were all excellent. It was rhubarb season, so the rhubarb compote was obligatory if a bit unadventurous, though the herb ice cream with it was yummy. All in all, our best meal in Paris this trip.
On the way out we saw the staff sitting with a wine supplier, tasting his latest offerings, which was a nice ""behind the scenes"" glimpse of the restaurant world.",2013-06-01,0,5,Monday,August
Essential (if you can get a reservation),neilbontoft,0,2013-07-30,"I've had foods of all shapes and standards and Septime is definitely up there with one of the best meals I've had. From arrival I felt relaxed and at home. I was sat with a great view of the kitchen and could see the brigade hard at work. As you will know they are offer a menu with only a tasting option and I was asked if I had allergies and then the fun began. Each course was a work of art and tasted as good as it looked. The service was faultless and well oiled. This was a thoroughly amazing experience and recommended very very highly, so much so that even purchased Bertrand Grébaut's book as a lasting memory",2013-07-01,0,5,Tuesday,July
"Very good, not quite great",rumtytum,0,2013-07-21,"Septime came toweringly recommended, almost impossible to get into. The reality is good, but not what the hype led us to expect. Quite simple food, nicely presented, expertly cooked. In a world that extends from McDonalds' sugary rubbish all the way to bistro predictability it's nice to have a meal that's pure class, served by charming people who believe in the excellence of the food that's coming out of the kitchen. The sommelier was expert, recommended a brilliant white grenache. We had a good time, but I don't think you should expect to be blown away. More reassured that it's possible to eat very well indeed without paying the earth.",2013-06-01,0,4,Sunday,July
Amazing tasting menu in the 11th,bccorb,0,2013-07-17,"I found out about this place from an article in the New York Times so always worry that will cause restaurant to be overrun with other tourists and/or have gone downhill due to that overrun. I need not have worried as though there were other tourist including a couple from Australia sitting next to us the out of way location(in the 11th) have kept both of those from happening.

The food was amazing as though there is no menu they do take allergies and preferences into account. My girlfriend does not like raw food so they nicely seared the tuna for the first course and added some whole tomatoes to freshen up the dish that it would not get from the citrus in the raw fish. Service was amazing as they tried to look up what the English word for one of the fish they were serving(it ended up being Whiting which is merlan in French). The desserts were good but kind of throw aways in comparison to the amazing food during the first four courses as got two different type of ice cream with some extra thown in.

When I return to Paris I will have to decide whether to come here or to Pierre Sang's first. Since this place does take reservations will likely have that be my decision maker.

One last feature I liked is that it has a proper bar so can get a drink inside while wait for table. Most of the restaurants in Paris I went to one had to just sit out in the street with your drink.",2013-07-01,1,5,Wednesday,July
delightful lunch,LittleHunter,0,2013-06-26,"We booked in advance and had a wonderful lunch here today. If you're going with someone who doesn't mind giving you a taste of their food and vice versa, then I recommend the 3 course prix-fixe as opposed to the 5 courses where you get no choice and the kitchen surprises you. The reason is this: my boyfriend and I got the 3 courses and we observed that everyone around us who got the 5 got the exact same dishes as us - no ""surprises."" Just MORE of what we had already tasted, having each chosen different options in the set menu. Just a tip. The service is efficient and friendly, though it's more on the efficient side since Septime is such a destination now. Don't miss looking at the wonderful garden in the back.",2013-06-01,1,4,Wednesday,June
15th wedding anniversary meal,Stephen W,0,2013-06-24,"My goal was to invite my French wife to this neighbourhood hotspot on the 13th of June, our anniversary date, for dinner. This being a very tough table to reserve we had to settle for lunch on the 18th. That was the only negative part of the experience.

Septime takes simple ingredients and presents them in a beautiful and amazingly tasteful way. The menu the day we ate lunch was Summer-light and undeniably delicious. The service was excellent without being cloying and the décor of this restaurant is gorgeously understated. Do not miss a peek out the back door on the way to the washroom to see a beautifully designed green garden in the back yard. A reasonably priced lunch (for Paris) when you consider the quality of the food and service! Highly recommended! We will return.",2013-06-01,1,5,Monday,June
Just the kind of food you like to eat and just the type of restaurant you like to eat in,pcouture29,0,2013-06-20,"Despite now being rated one of the best restaurants in the world Septime is an easy going place where you do not need to dress especially well. I recommend dressing your usual stylish way and you'll be okay. Reservations are made on the website and I did not find it difficult to book. Just keep checking, though not obsessively. The restaurant is always full and you're going to be close to other customers but not packed too tight. Service spoke English well enough and they were professional, timel, and make you feel welcome. The wine is affordable and seems well considered, and the fixed price menu (mandatory, changes daily) is a fair value given the quality of the food and preparation. This is food to savor. A fresh wide variety of premier ingredients with deep tastes. Nothing especially fancy but certainly not boring bistro, and that's good and expected in a setting like this, which could be in Brooklyn or Chicago's west loop. With that said, the plates are better than at comparably priced restaurants except possibly Bones. My only caveats were that the vegetables were sometimes on the salty side, the lamb was not convincing, and the espresso I recommend staying away from entirely. (Disclaimer: I do not like lamb but thought Bertrand Grébaut might convince me of my error.) Otherwise, and there was a lot of otherwise, this was an enjoyable experience and the kind of restaurant you wish was in your neighborhood. You leave feeling good. Simple as that.",2013-06-01,1,4,Thursday,June
A Hot New Restaurant,mjmack08,0,2013-06-08,"We have just discovered Septime, and (if we can ever manage to get reservations again) intend to return. Very popular--so much so that many simply have given up on getting dinner reservations and go for lunch, which is also a great option, depending on your schedule. A little more expensive than what we usually pay for dinner (55 Euros for a 5-course menu), but worth every centime. Exciting food, attentive service. This is a chef, and restaurant, worth watching.",2013-05-01,1,5,Saturday,June
Excellent atmosphere and cuisine,Cheryl094,0,2013-06-06,"Septime doesn't look like anything special from the outside, but inside is quite tastefully decorated and is a nice change from other restaurants of its caliber. We waited three weeks for a lunch reservation but once there, we enjoyed the entire experience and the pricing is extremely reasonable for what you have. Original wine lists, nice presentation and flavors, attentive staff and relaxed atmosphere. Wonderful choices at lunch that suit those who are either adventurous or conservative with food. There is nothing quite like it in Paris.",2013-05-01,0,5,Thursday,June
Absolutely amazing lunch,DCMundo,0,2013-06-04,"My partner and I were very fortunate when a fellow guest at our hotel offered us a reservation at Septime they had made a month in advance, but could not use because of other commitments. This was one of the top two meals in a week of outstanding wining and dining in Paris. The interior is simple and almost rustic, but elegant. The staff are very friendly and more attentive than average for France. They explain and describe each dish as it's presented, but in a subtle and non-intrusive way. The entree, white asparagus with caviar and wild flowers, was one of the single best dishes I ever ate. The menu formule was very reasonable for three courses and the waiter suggested the perfect wine pairings by the glass (also inexpensive).",2013-05-01,1,5,Tuesday,June
Our great lazy lunch in Paris,Travel_Addicts97,0,2013-05-30,"We reserved our table 4 weeks in advance and had high hopes for our lunch at Septime....we weren't disappointed. From the moment we arrived, staff were friendly and happy to help despite our limited French (staff explained/described everything in English). We chose the three course set menu and found each dish delicious, fresh and well presented. The waiter also recommended various wines for us for each course and all were excellent. At €28 for 3 courses the meal was very cheap for the quality, albeit by the time we had 4 wines each the bill was around €110. All up, we had a fantastic experience at Septime and would return without hesitation next time we are in Paris.",2013-05-01,1,5,Thursday,May
Creative cuisine in retro trendy decor,GlobetrottingSwede,0,2013-05-29,"Patrons are a blend of French and anglos who must have heard about this place. Open kitchen where you you can see the young crew working (struggling a bit to keep the pace during rush hour)You cannot be in a hurry when eating here, but on the other hand it is nice to see that all the dishes are prepared to order, which is becoming increasingly rare, even in France

(note for French people: this restaurant does NOT accept tickets restaurant, so obviously they prefer foreigners. Must be better for business...)",2013-05-01,0,3,Wednesday,May
Healthy and different,kattisH,0,2013-05-28,We tried a five course menu that was delicious and with vegetables that are in season like baby artichokes and asparagus. The restaurant is quite small but a little bit too noisy. The kitchen is open so you can see the chefs preparing the food. The food tasted wonderful and the whole meal felt healthy and creative. Remember you have to book a table at least two weeks in advance.,2013-05-01,0,4,Tuesday,May
Pleasant but didn't meet expectations,kykismet,0,2013-05-25,"I think the food writers have to be careful and not hype a place too much. We had a pleasant meal there and the staff was good. Overall an above-average experience. However, since we had heard such rave about the food, etc. we had high expectations which were not quite met. The food was beautifully presented but tends to be on the bland side. The fish and the chicken were just barely done; I am assuming that was intentional. The salmon tartare with chèvre was a winner. I think the restaurant was still worth trying.",2013-05-01,2,3,Saturday,May
Not a 5 Star,Belinda I,0,2013-05-24,"Sorry to say , after my husband made reservations 6 weeks in advance to our trip to Paris.
Arriving they wanted to seat us at the front table by the door & bar under a speaker playing loud music.( restaurant was empty) We were expecting a guest ( from London ) to join us ,so I said ""Can we see another table please""?he pointed to a table for 2 and said he would
Add a chair, again I politely said Do you have another table? ( place was empty)Finally I just pointed to a table and with his
Frustrated look ...said Oui. Our Guest arrives and we ordered each a glass of Champagne , no bubbles and warm...
I would tell you about the food but the whole ""Septime"" experience went downhill from there...From the raw tasteless veal
Starter, and as I said I wanted ""the experience"" to be about the food ...but honestly I can't remember anything after the starter ....might have been because we had so many different waiters they forgot to even tell us What we were eating?
We won't be going back...",2013-05-01,5,1,Friday,May
Live worm crawling in my merlu,loveParis_France,0,2013-05-09,"There was a live, and probably parasitic, worm crawling around in my merlu (hake fish). It was absolutely repulsive. I was told that it was because the fish is fresh. Judge for yourselves but I have never in my life found a worm in any type of fresh fish that I have eaten. ",2013-05-01,13,1,Thursday,May
Just go!,MarieR770,24,2013-04-30,What a great experience. The food was sublime with the flavours well balanced. We had a bottle of red wine suggested by the sommelier which was to die for. And the service was top notch.,2013-04-01,0,5,Tuesday,April
Pretentious and expensive,Kora A,1,2013-04-30,"Very little plates, pretentious dishes, pretentious cook, everybody left the restaurant being hungry (if not for the bread they keep serving to fill us up).",2013-04-01,1,1,Tuesday,April
Loved it!,Vznj,0,2013-04-26,"So happy I read in the NY Times, Mark Bittman's ""Strolling in Paris"", because we had an exquisite lunch at Septime this April. The food was excellent and prepared to perfection. The menu was well paced allowing you to savor the food and enjoy the beautiful Ambiance. The room was elegant, bright and cheery for lunch. The service was spot on and the young professional staff did their best to make our experience a memorable one! Highly recommend!",2013-04-01,0,5,Friday,April
New favourite,Monika D,81,2013-04-12,"Had lunch at Septime twice. Love the interior, the food, the atmosphere, the secret garden behind the building, the lovely service, devoted customers. 

Looking forward to get back!",2012-09-01,1,5,Friday,April
Delightful experience,JessTsui,0,2013-04-04,My friend recommended this restaurant to me when she knew I was going to Paris. I checked out their website and was lucky enough to book a table for lunch on the birthday of my best friend & travel buddy. Nice environment and friendly (and very good looking) staff. Beautifully presented dishes made with fresh ingredients – I think it’s pretty safe to say it was the best meal I had in Paris! Definitely a must go place!,2012-10-01,0,5,Thursday,April
Awsome!!!,hyvli,4,2013-03-14,"Excellent restaurant for people who wants to eat modern french food for a good price (5 course for 55 euro). It's perfect for young people since it's pretty small, dark and not ""dressed up"".",2013-03-01,1,5,Thursday,March
an experience,GerardoM946,100,2013-02-22,"at this restaurant you don't choose the menu. It's a fixed price fixed 5 courses dinner.two appetizers, two entrees and a dessert. It was a wonderfull experience. Very difficult to get a reservation.",2013-02-01,0,5,Friday,February
Everyday ingredients become high art.,buddahbaker,0,2013-01-24,"Do go here to experience trendy neo-bistro cuisine in a stark, cool room, featuring industrial lighting, cement floors, rough-hewn barn board tables and bar. At our 9 pm sitting, the full room sends the noise decibels over the top, as the sounds of happy diners and the open kitchen heighten by the minute. Service from our waiter/sommelier is remarkable throughout the entire evening. He speaks perfect English, and explains to us that we will receive a five course surprise menu. We choose a glass of champagne to start and select our own wine, rather than the wine pairing option. Not knowing what we will be eating makes ordering wine a guessing game, so he redirects our selection of a Bourgogne to a Beajolais cru.

Chef Bertrand Grébaut's cuisine is a celebration of seasonal vegetables, conceptualized and composed into small courses that satisfy all the senses. There are no luxe ingredients, in fact, very little protein, save for some lardo shavings over braised endive, an egg with parsley sauce, and main course before dessert is a slice of chicken breast, brazenly cooked rosy, with salsify and hay-smoked potato. Every course was thoughtful, creative and well executed. However, the most memorable, lasting impression was the bread ice cream served with honey caramelized apple with a rum sabayon. I was able to meet the pastry chef at the end of the evening, and she told me how she makes it. This bread ice cream was amazing - malty and creamy.

Overall, a great experience was had, but was it good value? At 55 euro per person, maybe not. I was expecting a little more, maybe some fish, or other protein. It seemed alot for mainly vegetables and chicken breast.",2012-12-01,1,4,Thursday,January
A great place in Paris by night...,Marielike,0,2013-01-23,"Perfect area, trendy..Cool place and very good food.
The only not so perfect detail is that being so good , it is crowded so you need to book well in advance, which to me is nightmare. But , late, you can always try to show up and get a table...chance.
Anyhow you will love it so it is worth waiting....
Enjoy",2013-01-01,1,4,Wednesday,January
Great food but overhyped,Jesu I,0,2012-12-29,"I booked my regular three weeks ahead to get a table in this nearby restaurant and i did not regret it. The food is delicioud, dishes are original and definitely fresh. I love habing no choice with the menu. it´s prix fixed, plenty of courses and full of surprises. Cannot deny it is a few notches above regular eateries and bistros i go to. If you can get a table and want to experience real food in a beautiful west village kind of setting you should go.
However you can find simimar food without booking that far in advance, that´s why i probably won ´t go anymore.
One glitch though, they made the bottle of water fall onto my glass of wine, totally soaked off my suit and still made me pay for the wine, maybe i was supposed to drink it off my suit...",2012-12-29,1,4,Saturday,December
"a gem, expected yet a gem",Pierre D,0,2012-12-28,"Hard to book, you must call 3 weeks in advance at 10 am sharp
Hard to find, in a well known gastronomy street but the outside does not sell the place
Inside look could be scary, rough, noisy and almost unconfortable
but the food... unexepcted, unconventional, and unexepnsive at that level. It has been the talk of town for quite some time and is totally justified !

If you can get a table... run, with your best friends only",2012-12-01,0,5,Friday,December
5* - would recommend Septime to anyone!,zoe o,0,2012-12-27,We were very impressed with the food and services and I would recommend this restaurant to anyone visiting Paris. The food was exquisite and the location and service was warm and friendly. One of the best restaurants I have eaten in. I will be eating here again if I returned to Paris.,2012-12-01,0,5,Thursday,December
9.21pm.,Joshua T,2,2012-12-17,"Exquisite meal with seriously good food. Amazing! Thanks, trip advisor. We knew we were onto something good when u do not decide the menu. The starters were fantastic and the cod just melted in our mouth. Need i say more?",2012-12-17,0,4,Monday,December
Good place,NYCmonami,0,2012-12-14,"Reserved three weeks prior thru its website. Small space but enough space between tables and they didnt double booked the lunch so by the time we started eating at 1:30 tables next to us left so we had more space. Staff were friendly and spoke some english but too busy. Surprised that there was no amuse bouche but food came out quickly. We had oystr and mushroom fir entrees and quail and haddock fir plats and two types of cheese and ice cream dessert. Plats were very good , entrees decent and dessert was ok. Not sure how san pellegrino ranked this place 87th best restaurant in the world. It felt more like a tiny modern american bistro in soho nyc. Would go back if this place was in nyc but stay away if i go back to paris since there are so many great places with reasonable value. ",2012-12-14,0,3,Friday,December
"Nice food, excellent wines, adorable staff",lucfr,0,2012-12-11,"We had lunch at Septime and were welcomed by the handsome staff. The decor and the food were equally handsome. Only minus: on that chilly November day it was almost as cold inside as it was outside. Put the heating up when we come back and you'll get your 5th star from us, Septime!",2012-11-01,0,4,Tuesday,December
Charming,yvo28,0,2012-11-19,Although there is no menu they ask you for dislikes but you do have to go with the flow. Some people will enjoy that and some not so much. I must say I do like to have some form of choice so it was a bit difficult for me but I was very keen to try anyway. The space is lovely. Quite buzzy but at the same time serene. We had a very charming waiter who was very helpful. I can't put my finger on it but I preferred Vivant which is often compared with it although they are actually very different. This is a bit more grown up. The food was very delicate and lots of wee surprises and nice touches.,2012-09-01,0,4,Monday,November
A light but delicious meal,Egon70,0,2012-10-30,"I was in Paris for 6 days and had eaten in Jean Francois Piege and Kei before I tried Septime. It's a nice change from the complicated menus which consisted of so many dishes that I'd in those 2 restaurants.

The dinner menu is called menu carte blanche which means you don't know what you'll actually get. But the server will ask you whether you've any food allegy.

My meal comprised of 2 entrees, 2 plats and 1 dessert. The ingredients were very fresh. All the food was light but didn't lack flavour. The service was friendly and efficient. The price was reasonable.

I'll recommend this place.",2012-10-30,0,4,Tuesday,October
A Very Special Place,JayneQ6,0,2012-10-25,"We had lunch today at Septime. I choose this resto because of the newer bistronomies, it has online reservations. It is a bit of a hike, but an absolutely DELIGHTFUL place. As previous reviewers have mentioned, the room is light and comfortable and neither loud or too crowded. We were pleased to get a corner table at the window and could see the street as well as the interior. The staff is very pleasant and helpful, most spoke good English and tolerated our attempts at French. They explained the menu well, and most importantly, accomodated our Vegetarian as well.
The food was sublime. We all agreed heartily it was one of the best meals we had in Paris and for that matter, ever. In fact, our veggie said it was the best meal she has had EVER.
My companion ordered the boudin (blood sausage) with some trepidation and it was great. The fish and duck mains were also excellent.
At 28E for three courses this place is a steal.",2012-10-01,1,5,Thursday,October
best of the best,sapporostan,0,2012-10-18,"did consecutive nights of october 2 and 3,2012 so can honestly say they change the complete menu and wine list every night.this restaurant is only for those who know food and are not out to be a name-dropper.this is a very special place that will go down as my best meal (s) i have ever eaten in my lifetime.those who find fault,as is allowed in free speech, do not know what special food is all about.there is none better anywhere.",2012-10-01,0,5,Thursday,October
Gastronomy without the pretense or price,NicaCasey,36,2012-10-17,"Incredible use of vegetables and fish in the menu the night I had the please of visiting.  The staff are friendly, young, and helpful and the dining room lively without being loud.  Truly a joy on every level with innovative dishes and wines.",2012-10-01,0,5,Wednesday,October
Loved everything,Berrycocktail,2,2012-09-15,"The food was great, the staff was good, the interior was sophisticated, the customers were decent; and I am very glad we went. The best one we went in Paris.

Make sure you reserve in advance.

Bon appetite!",2012-09-01,0,5,Saturday,September
"Cool vibe, good value",markbanshee,0,2012-09-15,"Nice place, friendly, knowledgeable servers and a reasonable price for a good meal. Clearly there are tons of great places to eat in Paris, but I was very happy we took a night to eat here. Good fresh ingredients and really enjoyed some nice variety of fish. Very yummy pigeon, cooked perfectly and a nice finish to the savory portion of the meal. Similar meals with the same concept could easily go for much more money, glad these guys have kept the prices reasonable. Decent portion sizes and all of them tasty. Check it out, it will not disappoint.",2012-09-01,0,4,Saturday,September
Ubercool eatery,TommasoMilano,0,2012-09-08,"How cool is this place? super NY-vibe, young and friendly waiters, great atmosphere in the room.

Great value for money for lunch, 26€ gets you three well executed dishes, which had the only (irrelevant) problem of being a bit too much ""fashionable"", in a sense in which most paris bistronomiques are.

I want to go back, try 5 dishes for dinner with wine matching, and see if I can add one point.",2012-09-08,0,4,Saturday,September
Top Quality Ingredients - Exceptional Value,HawaiiWang,0,2012-06-16,"THis was our first time dining at Septime. We went for lunch (you must reserve). We selected the prix fix 3 course lunch menu (26 euro). My first corse was a wonderful grilled octopus followed by fish for my entree and to finish with fresh strawberries with homemade elder flower ice cream. The food was exceptional, beautifully presented and of the finest ingredients. We will definitely be back. ",2012-06-01,0,5,Saturday,June
Cuisine Serieuse,happyintoronto2,0,2012-05-18,"We had lunch at Septime today, and when we finished, we immediately made a reservation for dinner on our upcoming last night in Paris. My wife and I agreed that it was the best restaurant we have experienced since Noma in Copenhagen four years ago, and Noma is regularly reviewed as the ""best restaurant in the world."" Septime is right up there.

The lunch menu choices are limited, which is fine with us, because it means they only use the freshest ingredients available. We always share what we order, unless we happen to order the same thing. So we shared entrees of lamb sweetbreads and raw, sashimi-style mullet. Both were superb. Then we both ordered merluche (hake) and it was absolutely outstanding.

I told the waitress, ""C'est cuisine serieuse"" (this is serious cooking), and she immediately grinned and said she would tell the chef. I hope she did, because he deserves it. We strongly recommend this restaurant.",2012-05-01,0,5,Friday,May
"Good, not Extraordinary",JeffNewYork,0,2012-05-13,"Recently tried Septime. Had HUGE expectations given the hype and articles i had read. Not sure any place could have lived up to the press clippings. Limited menu choices was ok by us. It seemed like they were just trying too hard -- the more unusual the ingredient the better, the more out there the preparation the better, the more different... you get the picture. Seems like a dose of trying to simplify and not innovate for innovation's sake would help. Cool place, really nice servers (excellent staff). Went there the night after Frenchie's expecting a similar experience... didn't happen.",2012-04-01,0,4,Sunday,May
Affordable Tasting Menu & Fantastic Service,MsGlaze,0,2012-05-07,"Septime delivers an industrial cool vibe with impeccable service and an affordable tasting menu. Not to mention a totally awesome wine list and a sommelier who is up for matching by the glass or by the bottle. The tasting menu was a bargain considering the restaurant I cooked at in Paris. There was an unforgivable error in one of my dishes or I would rate this restaurant higher. The chef, who also has an extensive Michelin background prepared focused dishes with beautiful presentation and delicate/orgainic flavor and composition. I wish that the flavors were a bit more ""wow"" but this is France, and attention to subtly and complexity must be noted and appreciated. The baby lettuce garnishes on every dish was a bit overkill. The 'Hay' flavored ice cream at the dessert was off the hook. The service was great – it's nice to be greeted with a big smile!",2012-04-01,0,4,Monday,May
Superb cooking - a must try,JKHR,0,2012-05-07,"We had decided to come here on the basis of reviews, and we were not disappointed. We were just in Paris for lunch, and so we chose the ""Carte blanche"", that is chosen by the chef. I am glad we did. The flavours were fresh, and some of the combinations unusual, but they worked. First course was raw veal served similar to steak tartare, followed by lamb sweetbreads, pollock with various root vegetables,(including parsnip and swede), roast shoulder of lamb, and to end, cheese.

Service was friendly and relaxed, but I suspect that my speaking French did make a difference.

Wine selection is good, including a good selection by the glass, and pleasingly not confined to burgundy/bordeaux standards.

I would thoroughly recommend this restaurant. We wil be back soon I hope",2012-03-01,0,5,Monday,May
"High quality, both in the food and the staff",Litoguti,0,2012-04-24,"We sought out Septime on the recommendation of Alexander Lobrano and we were not disappointed. We arrived for lunch today without a reservation. We were lucky! They accommodated us by the counter and we had a wonderful experience. Clearly a place to come back to, but next time we will make reservations. By the way, when we asked when they could sit us if we wanted to come for dinner, ""late in May"" was the answer.",2012-04-01,1,5,Tuesday,April
You have to try it!,Ole and Aletha H,0,2012-04-19,"If you are in Paris and only have time for one restaurant visit, may it be lunch or dinner, go to Septime. Cozy and atmosphere filled restaurant with the best service we have experienced in Paris which makes you feel welcome right away.
Enjoyed a 3 course lunch and the dishes interesting, tasty and beautifully presented. Limited but good wine selection and great coffee. They definitely follow through with their concept of making haute cuisine affordable.
We will surely be back.",2012-04-01,0,5,Thursday,April
OVER PRICED AND UNDERWHELMING,jspanderp,0,2012-01-25,"This was our second time at this restaurant. The first time we thought it was very good, but a little over priced. This time the food was not as good, and somewhat repetitive, and the service was also lacking. We would not return as there are many other REstaurants which are superior",2012-01-01,1,2,Wednesday,January
Foodie - Shmoodie or All the Locals Eat A La Carte,SSJK,0,2011-12-22,"Just thinking about writing this review is exhausting.
The philosophy is democratic haute cuisine (not my words), the reviews are great - the look is industrial low key hip, which includes its out of the way location, the male wait staff is very friendly and the waitress is a surly parisian caricature, all reasons to make a reservation.
We went for a celebratory dinner. A group of five from Manhattan ranging in age from 13 years old to 74 years old. I would not classify us as foodies but others might.
The adventure of the chef selection is hard to resist if not impossible to choose as the menu is very limited. The waiter went around the table asking what we did not want, assuring us that the chef would honor our request.
The food was not very adventurous. That is not a complaint, just an observation. Tomato salad, shrimp and leeks, chicken roasted and a white flakey fish.
We are not a picky group, we all eat fish, meat, including game, no aversion to any spices, etc. We had three requests. No organ meat, no clams ( I am the only one who dislikes them) and our one unified request was that we do not like raw or undercooked food. While I acknowledge that the definition of raw/undercooked is not the same internationally, this is a sophisticated resto, where the cultural differences in cuisine are known by them as well as us. We were reassured this was not an issue. It was a huge issue!
We opted not to mention the shrimp were raw, intentional or not we were not sure as one dish was fully cooked. No one ate more than one. When the fish dish came it was too raw for all. It was sent back and upon return was cooked enough for 3 out of the 4 of us but was still raw in the center. When asked if one plate could be done a little more, for the 74 year old the request was denied. The waiter was apologetic.
We stayed in good humor, thanks to 2 very good bottles of wine, but were eager to get the meal over with. When the check came, the waiter informed us that the chef purposefully gave us the fish too raw for our liking to see if he could trick us and we would like it anyway. The uneaten shrimp went unnoticed. If you are going to extend the evening knowing that it is likely to be sent back and have us endure more contemptous interaction with the waitress (there are no second seatings in europe, not a turn over issue), it would have been respectful ultimately to cook the fish for us as requested.
All the locals ate a la carte! Now you know why.",2011-09-01,9,2,Thursday,December
More show than soul,Donn S,0,2011-11-14,"At lunch, the woman next to us had a dessert that included a 4-inch stripe of fromage blanc topped with a shortbread cookie of the same dimensions. We had the same dessert about a half-hour later. Our fromage blanc was served in a series of dollops accompanied by shards of shortbread. Obviously, their cookie crumbled. There is an obvious appreciation of ingredients and the counterplays that can be achieved. For all that, however, the results seem more style than substance, more show than soul. Located on rue Charonne, Septime is worth the walk. Just don't expect to be transported.",2011-11-01,0,3,Monday,November
Enjoyed Our Evening,TorontoTraveller2010,14,2011-10-31,"Paris is so unpredictable. And, surprisingly hard to get a good meal sometimes. Septime was a pleasure. The staff was welcoming. The food appetizing and interesting. The room was charming. Modern French cuisine.",2011-10-01,1,4,Monday,October
